chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.38#-0.37#0.163#0.832,-0.111#0.063#-0.16#0.979,-0.375#0.015#-0.006#0.927,-0.219#-0.575#-0.007#0.788,-0.432#-0.445#-0.196#0.76,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.38#-0.37#0.163#0.832,-0.111#0.063#-0.16#0.979,-0.375#0.015#-0.006#0.927,-0.207#-0.594#0.004#0.778,-0.432#-0.445#-0.196#0.76,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.38#-0.37#0.163#0.832,-0.111#0.063#-0.16#0.979,-0.375#0.015#-0.006#0.927,-0.207#-0.594#0.004#0.778,-0.432#-0.445#-0.196#0.76,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.38#-0.37#0.163#0.832,-0.11#0.064#-0.152#0.98,-0.375#0.015#-0.006#0.927,-0.207#-0.594#0.004#0.778,-0.432#-0.445#-0.196#0.76,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.395#-0.393#0.165#0.814,-0.11#0.064#-0.152#0.98,-0.375#0.015#-0.006#0.927,-0.207#-0.594#0.004#0.778,-0.425#-0.462#-0.188#0.756,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.395#-0.393#0.165#0.814,-0.11#0.064#-0.152#0.98,-0.379#0.016#-0.028#0.925,-0.207#-0.594#0.004#0.778,-0.425#-0.462#-0.188#0.756,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.395#-0.393#0.165#0.814,-0.11#0.064#-0.152#0.98,-0.379#0.016#-0.028#0.925,-0.207#-0.594#0.004#0.778,-0.425#-0.462#-0.188#0.756,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.395#-0.393#0.165#0.814,-0.11#0.064#-0.152#0.98,-0.379#0.016#-0.028#0.925,-0.195#-0.611#0.019#0.767,-0.425#-0.462#-0.188#0.756,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.395#-0.393#0.165#0.814,-0.091#0.079#-0.131#0.984,-0.379#0.016#-0.028#0.925,-0.195#-0.611#0.019#0.767,-0.425#-0.462#-0.188#0.756,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.395#-0.393#0.165#0.814,-0.091#0.079#-0.131#0.984,-0.379#0.016#-0.028#0.925,-0.195#-0.611#0.019#0.767,-0.415#-0.506#-0.169#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.416#-0.425#0.16#0.788,-0.091#0.079#-0.131#0.984,-0.379#0.016#-0.028#0.925,-0.195#-0.611#0.019#0.767,-0.415#-0.506#-0.169#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.416#-0.425#0.16#0.788,-0.091#0.079#-0.131#0.984,-0.381#0.015#-0.051#0.923,-0.195#-0.611#0.019#0.767,-0.415#-0.506#-0.169#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.416#-0.425#0.16#0.788,-0.091#0.079#-0.131#0.984,-0.381#0.015#-0.051#0.923,-0.179#-0.617#0.029#0.766,-0.415#-0.506#-0.169#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.416#-0.425#0.16#0.788,-0.091#0.079#-0.131#0.984,-0.381#0.015#-0.051#0.923,-0.179#-0.617#0.029#0.766,-0.415#-0.506#-0.169#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.416#-0.425#0.16#0.788,-0.092#0.073#-0.121#0.986,-0.381#0.015#-0.051#0.923,-0.179#-0.617#0.029#0.766,-0.415#-0.506#-0.169#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.431#-0.453#0.159#0.763,-0.092#0.073#-0.121#0.986,-0.381#0.015#-0.051#0.923,-0.179#-0.617#0.029#0.766,-0.407#-0.488#-0.186#0.75,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.431#-0.453#0.159#0.763,-0.092#0.073#-0.121#0.986,-0.374#0.007#-0.072#0.925,-0.179#-0.617#0.029#0.766,-0.407#-0.488#-0.186#0.75,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.431#-0.453#0.159#0.763,-0.092#0.073#-0.121#0.986,-0.374#0.007#-0.072#0.925,-0.179#-0.617#0.029#0.766,-0.407#-0.488#-0.186#0.75,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.431#-0.453#0.159#0.763,-0.092#0.073#-0.121#0.986,-0.374#0.007#-0.072#0.925,-0.164#-0.62#0.04#0.766,-0.407#-0.488#-0.186#0.75,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.431#-0.453#0.159#0.763,-0.089#0.076#-0.121#0.986,-0.374#0.007#-0.072#0.925,-0.164#-0.62#0.04#0.766,-0.407#-0.488#-0.186#0.75,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.479#0.154#0.742,-0.089#0.076#-0.121#0.986,-0.374#0.007#-0.072#0.925,-0.164#-0.62#0.04#0.766,-0.465#-0.447#-0.201#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.479#0.154#0.742,-0.089#0.076#-0.121#0.986,-0.365#0.005#-0.098#0.926,-0.164#-0.62#0.04#0.766,-0.465#-0.447#-0.201#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.479#0.154#0.742,-0.089#0.076#-0.121#0.986,-0.365#0.005#-0.098#0.926,-0.164#-0.62#0.04#0.766,-0.465#-0.447#-0.201#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.479#0.154#0.742,-0.089#0.076#-0.121#0.986,-0.365#0.005#-0.098#0.926,-0.141#-0.623#0.049#0.768,-0.465#-0.447#-0.201#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.479#0.154#0.742,-0.081#0.074#-0.13#0.985,-0.365#0.005#-0.098#0.926,-0.141#-0.623#0.049#0.768,-0.465#-0.447#-0.201#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.479#0.154#0.742,-0.081#0.074#-0.13#0.985,-0.365#0.005#-0.098#0.926,-0.141#-0.623#0.049#0.768,-0.479#-0.435#-0.221#0.73,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.449#-0.499#0.148#0.726,-0.081#0.074#-0.13#0.985,-0.365#0.005#-0.098#0.926,-0.141#-0.623#0.049#0.768,-0.479#-0.435#-0.221#0.73,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.449#-0.499#0.148#0.726,-0.081#0.074#-0.13#0.985,-0.36#0#-0.112#0.926,-0.141#-0.623#0.049#0.768,-0.479#-0.435#-0.221#0.73,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.449#-0.499#0.148#0.726,-0.081#0.074#-0.13#0.985,-0.36#0#-0.112#0.926,-0.131#-0.616#0.043#0.775,-0.479#-0.435#-0.221#0.73,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.449#-0.499#0.148#0.726,-0.081#0.074#-0.13#0.985,-0.36#0#-0.112#0.926,-0.131#-0.616#0.043#0.775,-0.479#-0.435#-0.221#0.73,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.449#-0.499#0.148#0.726,-0.067#0.078#-0.14#0.985,-0.36#0#-0.112#0.926,-0.131#-0.616#0.043#0.775,-0.479#-0.435#-0.221#0.73,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.456#-0.512#0.145#0.714,-0.067#0.078#-0.14#0.985,-0.36#0#-0.112#0.926,-0.131#-0.616#0.043#0.775,-0.495#-0.424#-0.229#0.724,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.456#-0.512#0.145#0.714,-0.067#0.078#-0.14#0.985,-0.36#0#-0.112#0.926,-0.131#-0.616#0.043#0.775,-0.495#-0.424#-0.229#0.724,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.456#-0.512#0.145#0.714,-0.067#0.078#-0.14#0.985,-0.353#-0.008#-0.121#0.928,-0.131#-0.616#0.043#0.775,-0.495#-0.424#-0.229#0.724,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.456#-0.512#0.145#0.714,-0.067#0.078#-0.14#0.985,-0.353#-0.008#-0.121#0.928,-0.107#-0.61#0.035#0.785,-0.495#-0.424#-0.229#0.724,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.456#-0.512#0.145#0.714,-0.06#0.083#-0.145#0.984,-0.353#-0.008#-0.121#0.928,-0.107#-0.61#0.035#0.785,-0.495#-0.424#-0.229#0.724,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.523#0.137#0.705,-0.06#0.083#-0.145#0.984,-0.353#-0.008#-0.121#0.928,-0.107#-0.61#0.035#0.785,-0.508#-0.414#-0.233#0.718,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.523#0.137#0.705,-0.06#0.083#-0.145#0.984,-0.353#-0.008#-0.121#0.928,-0.107#-0.61#0.035#0.785,-0.508#-0.414#-0.233#0.718,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.523#0.137#0.705,-0.06#0.083#-0.145#0.984,-0.345#-0.013#-0.13#0.929,-0.107#-0.61#0.035#0.785,-0.508#-0.414#-0.233#0.718,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.523#0.137#0.705,-0.06#0.083#-0.145#0.984,-0.345#-0.013#-0.13#0.929,-0.109#-0.599#0.028#0.793,-0.508#-0.414#-0.233#0.718,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.523#0.137#0.705,-0.054#0.082#-0.147#0.984,-0.345#-0.013#-0.13#0.929,-0.109#-0.599#0.028#0.793,-0.508#-0.414#-0.233#0.718,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.523#0.137#0.705,-0.054#0.082#-0.147#0.984,-0.345#-0.013#-0.13#0.929,-0.109#-0.599#0.028#0.793,-0.513#-0.409#-0.237#0.717,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.457#-0.533#0.127#0.7,-0.054#0.082#-0.147#0.984,-0.345#-0.013#-0.13#0.929,-0.109#-0.599#0.028#0.793,-0.513#-0.409#-0.237#0.717,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.457#-0.533#0.127#0.7,-0.054#0.082#-0.147#0.984,-0.338#-0.028#-0.141#0.93,-0.109#-0.599#0.028#0.793,-0.513#-0.409#-0.237#0.717,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.457#-0.533#0.127#0.7,-0.054#0.082#-0.147#0.984,-0.338#-0.028#-0.141#0.93,-0.109#-0.599#0.028#0.793,-0.513#-0.409#-0.237#0.717,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.457#-0.533#0.127#0.7,-0.054#0.082#-0.147#0.984,-0.338#-0.028#-0.141#0.93,-0.093#-0.592#0.027#0.8,-0.513#-0.409#-0.237#0.717,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.457#-0.533#0.127#0.7,-0.048#0.081#-0.145#0.985,-0.338#-0.028#-0.141#0.93,-0.093#-0.592#0.027#0.8,-0.513#-0.409#-0.237#0.717,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.543#0.122#0.693,-0.048#0.081#-0.145#0.985,-0.338#-0.028#-0.141#0.93,-0.093#-0.592#0.027#0.8,-0.516#-0.41#-0.243#0.712,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.543#0.122#0.693,-0.048#0.081#-0.145#0.985,-0.338#-0.028#-0.141#0.93,-0.093#-0.592#0.027#0.8,-0.516#-0.41#-0.243#0.712,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.543#0.122#0.693,-0.048#0.081#-0.145#0.985,-0.334#-0.032#-0.146#0.931,-0.093#-0.592#0.027#0.8,-0.516#-0.41#-0.243#0.712,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.543#0.122#0.693,-0.048#0.081#-0.145#0.985,-0.334#-0.032#-0.146#0.931,-0.085#-0.586#0.027#0.806,-0.516#-0.41#-0.243#0.712,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.458#-0.543#0.122#0.693,-0.039#0.081#-0.143#0.986,-0.334#-0.032#-0.146#0.931,-0.085#-0.586#0.027#0.806,-0.518#-0.409#-0.249#0.709,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.463#-0.55#0.116#0.685,-0.039#0.081#-0.143#0.986,-0.334#-0.032#-0.146#0.931,-0.085#-0.586#0.027#0.806,-0.518#-0.409#-0.249#0.709,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.463#-0.55#0.116#0.685,-0.039#0.081#-0.143#0.986,-0.331#-0.039#-0.15#0.931,-0.085#-0.586#0.027#0.806,-0.518#-0.409#-0.249#0.709,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.463#-0.55#0.116#0.685,-0.039#0.081#-0.143#0.986,-0.331#-0.039#-0.15#0.931,-0.085#-0.586#0.027#0.806,-0.518#-0.409#-0.249#0.709,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.463#-0.55#0.116#0.685,-0.039#0.081#-0.143#0.986,-0.331#-0.039#-0.15#0.931,-0.077#-0.582#0.03#0.809,-0.518#-0.409#-0.249#0.709,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.463#-0.55#0.116#0.685,-0.035#0.074#-0.142#0.986,-0.331#-0.039#-0.15#0.931,-0.077#-0.582#0.03#0.809,-0.518#-0.409#-0.249#0.709,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.469#-0.553#0.112#0.68,-0.035#0.074#-0.142#0.986,-0.331#-0.039#-0.15#0.931,-0.077#-0.582#0.03#0.809,-0.52#-0.408#-0.256#0.706,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.469#-0.553#0.112#0.68,-0.035#0.074#-0.142#0.986,-0.331#-0.039#-0.15#0.931,-0.077#-0.582#0.03#0.809,-0.52#-0.408#-0.256#0.706,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.469#-0.553#0.112#0.68,-0.035#0.074#-0.142#0.986,-0.329#-0.04#-0.151#0.931,-0.077#-0.582#0.03#0.809,-0.52#-0.408#-0.256#0.706,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.469#-0.553#0.112#0.68,-0.035#0.074#-0.142#0.986,-0.329#-0.04#-0.151#0.931,-0.073#-0.581#0.031#0.81,-0.52#-0.408#-0.256#0.706,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.469#-0.553#0.112#0.68,-0.035#0.074#-0.142#0.986,-0.329#-0.04#-0.151#0.931,-0.073#-0.581#0.031#0.81,-0.52#-0.408#-0.256#0.706,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.469#-0.553#0.112#0.68,-0.03#0.075#-0.142#0.987,-0.329#-0.04#-0.151#0.931,-0.073#-0.581#0.031#0.81,-0.52#-0.408#-0.256#0.706,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.472#-0.554#0.109#0.677,-0.03#0.075#-0.142#0.987,-0.329#-0.04#-0.151#0.931,-0.073#-0.581#0.031#0.81,-0.52#-0.408#-0.26#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.472#-0.554#0.109#0.677,-0.03#0.075#-0.142#0.987,-0.326#-0.044#-0.15#0.932,-0.073#-0.581#0.031#0.81,-0.52#-0.408#-0.26#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.472#-0.554#0.109#0.677,-0.03#0.075#-0.142#0.987,-0.326#-0.044#-0.15#0.932,-0.073#-0.581#0.031#0.81,-0.52#-0.408#-0.26#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.472#-0.554#0.109#0.677,-0.03#0.075#-0.142#0.987,-0.326#-0.044#-0.15#0.932,-0.069#-0.577#0.034#0.813,-0.52#-0.408#-0.26#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.472#-0.554#0.109#0.677,-0.023#0.076#-0.143#0.987,-0.326#-0.044#-0.15#0.932,-0.069#-0.577#0.034#0.813,-0.52#-0.408#-0.26#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.473#-0.557#0.105#0.674,-0.023#0.076#-0.143#0.987,-0.326#-0.044#-0.15#0.932,-0.069#-0.577#0.034#0.813,-0.523#-0.406#-0.263#0.702,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.473#-0.557#0.105#0.674,-0.023#0.076#-0.143#0.987,-0.326#-0.044#-0.15#0.932,-0.069#-0.577#0.034#0.813,-0.523#-0.406#-0.263#0.702,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.473#-0.557#0.105#0.674,-0.023#0.076#-0.143#0.987,-0.325#-0.047#-0.149#0.933,-0.069#-0.577#0.034#0.813,-0.523#-0.406#-0.263#0.702,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.473#-0.557#0.105#0.674,-0.023#0.076#-0.143#0.987,-0.325#-0.047#-0.149#0.933,-0.065#-0.574#0.034#0.815,-0.523#-0.406#-0.263#0.702,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.473#-0.557#0.105#0.674,-0.021#0.074#-0.142#0.987,-0.325#-0.047#-0.149#0.933,-0.065#-0.574#0.034#0.815,-0.523#-0.406#-0.263#0.702,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.473#-0.557#0.105#0.674,-0.021#0.074#-0.142#0.987,-0.325#-0.047#-0.149#0.933,-0.065#-0.574#0.034#0.815,-0.525#-0.406#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.474#-0.56#0.102#0.672,-0.021#0.074#-0.142#0.987,-0.325#-0.047#-0.149#0.933,-0.065#-0.574#0.034#0.815,-0.525#-0.406#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.474#-0.56#0.102#0.672,-0.021#0.074#-0.142#0.987,-0.325#-0.049#-0.149#0.933,-0.065#-0.574#0.034#0.815,-0.525#-0.406#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.474#-0.56#0.102#0.672,-0.021#0.074#-0.142#0.987,-0.325#-0.049#-0.149#0.933,-0.061#-0.572#0.032#0.817,-0.525#-0.406#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.474#-0.56#0.102#0.672,-0.021#0.074#-0.142#0.987,-0.325#-0.049#-0.149#0.933,-0.061#-0.572#0.032#0.817,-0.525#-0.406#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.474#-0.56#0.102#0.672,-0.019#0.071#-0.143#0.987,-0.325#-0.049#-0.149#0.933,-0.061#-0.572#0.032#0.817,-0.525#-0.406#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.098#0.67,-0.019#0.071#-0.143#0.987,-0.325#-0.049#-0.149#0.933,-0.061#-0.572#0.032#0.817,-0.527#-0.405#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.098#0.67,-0.019#0.071#-0.143#0.987,-0.325#-0.051#-0.15#0.932,-0.061#-0.572#0.032#0.817,-0.527#-0.405#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.098#0.67,-0.019#0.071#-0.143#0.987,-0.325#-0.051#-0.15#0.932,-0.061#-0.572#0.032#0.817,-0.527#-0.405#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.098#0.67,-0.019#0.071#-0.143#0.987,-0.325#-0.051#-0.15#0.932,-0.057#-0.572#0.033#0.818,-0.527#-0.405#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.098#0.67,-0.02#0.068#-0.141#0.987,-0.325#-0.051#-0.15#0.932,-0.057#-0.572#0.033#0.818,-0.527#-0.405#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.098#0.67,-0.02#0.068#-0.141#0.987,-0.325#-0.051#-0.15#0.932,-0.057#-0.572#0.033#0.818,-0.529#-0.406#-0.26#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.562#0.098#0.669,-0.02#0.068#-0.141#0.987,-0.325#-0.051#-0.15#0.932,-0.057#-0.572#0.033#0.818,-0.529#-0.406#-0.26#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.562#0.098#0.669,-0.02#0.068#-0.141#0.987,-0.323#-0.052#-0.152#0.932,-0.057#-0.572#0.033#0.818,-0.529#-0.406#-0.26#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.562#0.098#0.669,-0.02#0.068#-0.141#0.987,-0.323#-0.052#-0.152#0.932,-0.057#-0.571#0.032#0.818,-0.529#-0.406#-0.26#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.562#0.098#0.669,-0.02#0.068#-0.141#0.987,-0.323#-0.052#-0.152#0.932,-0.057#-0.571#0.032#0.818,-0.529#-0.406#-0.26#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.562#0.098#0.669,-0.019#0.066#-0.14#0.988,-0.323#-0.052#-0.152#0.932,-0.057#-0.571#0.032#0.818,-0.529#-0.406#-0.26#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.477#-0.561#0.098#0.669,-0.019#0.066#-0.14#0.988,-0.323#-0.052#-0.152#0.932,-0.057#-0.571#0.032#0.818,-0.528#-0.404#-0.262#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.477#-0.561#0.098#0.669,-0.019#0.066#-0.14#0.988,-0.323#-0.054#-0.154#0.932,-0.057#-0.571#0.032#0.818,-0.528#-0.404#-0.262#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.477#-0.561#0.098#0.669,-0.019#0.066#-0.14#0.988,-0.323#-0.054#-0.154#0.932,-0.057#-0.571#0.032#0.818,-0.528#-0.404#-0.262#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.477#-0.561#0.098#0.669,-0.019#0.066#-0.14#0.988,-0.323#-0.054#-0.154#0.932,-0.058#-0.571#0.034#0.818,-0.528#-0.404#-0.262#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.561#0.097#0.67,-0.02#0.065#-0.14#0.988,-0.323#-0.054#-0.154#0.932,-0.058#-0.571#0.034#0.818,-0.528#-0.403#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.561#0.097#0.67,-0.02#0.065#-0.14#0.988,-0.323#-0.055#-0.156#0.932,-0.058#-0.571#0.034#0.818,-0.528#-0.403#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.561#0.097#0.67,-0.02#0.065#-0.14#0.988,-0.323#-0.055#-0.156#0.932,-0.058#-0.571#0.034#0.818,-0.528#-0.403#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.561#0.097#0.67,-0.02#0.065#-0.14#0.988,-0.323#-0.055#-0.156#0.932,-0.058#-0.571#0.033#0.818,-0.528#-0.403#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.476#-0.561#0.097#0.67,-0.02#0.063#-0.139#0.988,-0.323#-0.055#-0.156#0.932,-0.058#-0.571#0.033#0.818,-0.528#-0.403#-0.263#0.7,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.096#0.67,-0.02#0.063#-0.139#0.988,-0.323#-0.055#-0.156#0.932,-0.058#-0.571#0.033#0.818,-0.529#-0.403#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.096#0.67,-0.02#0.063#-0.139#0.988,-0.323#-0.055#-0.156#0.932,-0.058#-0.571#0.033#0.818,-0.529#-0.403#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.096#0.67,-0.02#0.063#-0.139#0.988,-0.323#-0.056#-0.157#0.932,-0.058#-0.571#0.033#0.818,-0.529#-0.403#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.096#0.67,-0.02#0.063#-0.139#0.988,-0.323#-0.056#-0.157#0.932,-0.057#-0.573#0.034#0.817,-0.529#-0.403#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.475#-0.562#0.096#0.67,-0.02#0.063#-0.139#0.988,-0.323#-0.056#-0.157#0.932,-0.057#-0.573#0.034#0.817,-0.529#-0.403#-0.263#0.699,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
