chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
-0.085#-0.691#-0.041#0.717,-0.049#-0.65#-0.618#0.439,-0.627#0.231#-0.701#0.249,-0.649#-0.658#-0.382#0.017,-0.294#-0.577#-0.714#-0.267,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.738#-0.037#0.668,-0.049#-0.65#-0.618#0.439,-0.627#0.231#-0.701#0.249,-0.649#-0.658#-0.382#0.017,-0.22#-0.543#-0.716#-0.38,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.738#-0.037#0.668,-0.049#-0.65#-0.618#0.439,-0.627#0.231#-0.701#0.249,-0.649#-0.658#-0.382#0.017,-0.22#-0.543#-0.716#-0.38,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.738#-0.037#0.668,-0.049#-0.65#-0.618#0.439,-0.591#0.253#-0.721#0.259,-0.649#-0.658#-0.382#0.017,-0.22#-0.543#-0.716#-0.38,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.738#-0.037#0.668,-0.049#-0.65#-0.618#0.439,-0.591#0.253#-0.721#0.259,-0.637#-0.675#-0.372#-0.011,-0.22#-0.543#-0.716#-0.38,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.738#-0.037#0.668,-0.011#-0.688#-0.65#0.322,-0.591#0.253#-0.721#0.259,-0.637#-0.675#-0.372#-0.011,-0.22#-0.543#-0.716#-0.38,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.738#-0.037#0.668,-0.011#-0.688#-0.65#0.322,-0.591#0.253#-0.721#0.259,-0.637#-0.675#-0.372#-0.011,-0.22#-0.543#-0.716#-0.38,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.771#-0.033#0.63,-0.011#-0.688#-0.65#0.322,-0.591#0.253#-0.721#0.259,-0.637#-0.675#-0.372#-0.011,-0.198#-0.505#-0.72#-0.434,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.771#-0.033#0.63,-0.011#-0.688#-0.65#0.322,-0.543#0.266#-0.744#0.286,-0.637#-0.675#-0.372#-0.011,-0.198#-0.505#-0.72#-0.434,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.771#-0.033#0.63,-0.011#-0.688#-0.65#0.322,-0.543#0.266#-0.744#0.286,-0.626#-0.682#-0.377#-0.026,-0.198#-0.505#-0.72#-0.434,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#-0.771#-0.033#0.63,-0.011#-0.688#-0.65#0.322,-0.543#0.266#-0.744#0.286,-0.626#-0.682#-0.377#-0.026,-0.198#-0.505#-0.72#-0.434,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.079#-0.789#-0.033#0.608,0.019#-0.694#-0.669#0.264,-0.543#0.266#-0.744#0.286,-0.626#-0.682#-0.377#-0.026,-0.195#-0.488#-0.72#-0.454,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.079#-0.789#-0.033#0.608,0.019#-0.694#-0.669#0.264,-0.543#0.266#-0.744#0.286,-0.626#-0.682#-0.377#-0.026,-0.195#-0.488#-0.72#-0.454,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.079#-0.789#-0.033#0.608,0.019#-0.694#-0.669#0.264,-0.505#0.253#-0.77#0.296,-0.626#-0.682#-0.377#-0.026,-0.195#-0.488#-0.72#-0.454,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.079#-0.789#-0.033#0.608,0.019#-0.694#-0.669#0.264,-0.505#0.253#-0.77#0.296,-0.626#-0.682#-0.377#-0.026,-0.195#-0.488#-0.72#-0.454,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.079#-0.789#-0.033#0.608,0.019#-0.694#-0.669#0.264,-0.505#0.253#-0.77#0.296,-0.622#-0.681#-0.385#-0.037,-0.195#-0.488#-0.72#-0.454,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.079#-0.789#-0.033#0.608,0.031#-0.689#-0.683#0.24,-0.505#0.253#-0.77#0.296,-0.622#-0.681#-0.385#-0.037,-0.195#-0.488#-0.72#-0.454,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.802#-0.032#0.593,0.031#-0.689#-0.683#0.24,-0.505#0.253#-0.77#0.296,-0.622#-0.681#-0.385#-0.037,-0.202#-0.472#-0.72#-0.467,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.802#-0.032#0.593,0.031#-0.689#-0.683#0.24,-0.505#0.253#-0.77#0.296,-0.622#-0.681#-0.385#-0.037,-0.202#-0.472#-0.72#-0.467,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.802#-0.032#0.593,0.031#-0.689#-0.683#0.24,-0.48#0.242#-0.788#0.299,-0.622#-0.681#-0.385#-0.037,-0.202#-0.472#-0.72#-0.467,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.802#-0.032#0.593,0.031#-0.689#-0.683#0.24,-0.48#0.242#-0.788#0.299,-0.617#-0.681#-0.392#-0.043,-0.202#-0.472#-0.72#-0.467,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.802#-0.032#0.593,0.035#-0.685#-0.69#0.23,-0.48#0.242#-0.788#0.299,-0.617#-0.681#-0.392#-0.043,-0.202#-0.472#-0.72#-0.467,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.072#-0.802#-0.032#0.593,0.035#-0.685#-0.69#0.23,-0.48#0.242#-0.788#0.299,-0.617#-0.681#-0.392#-0.043,-0.209#-0.458#-0.725#-0.47,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#-0.81#-0.035#0.582,0.035#-0.685#-0.69#0.23,-0.48#0.242#-0.788#0.299,-0.617#-0.681#-0.392#-0.043,-0.209#-0.458#-0.725#-0.47,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#-0.81#-0.035#0.582,0.035#-0.685#-0.69#0.23,-0.474#0.234#-0.791#0.307,-0.617#-0.681#-0.392#-0.043,-0.209#-0.458#-0.725#-0.47,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#-0.81#-0.035#0.582,0.035#-0.685#-0.69#0.23,-0.474#0.234#-0.791#0.307,-0.617#-0.681#-0.392#-0.043,-0.209#-0.458#-0.725#-0.47,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#-0.81#-0.035#0.582,0.041#-0.68#-0.695#0.229,-0.474#0.234#-0.791#0.307,-0.615#-0.68#-0.397#-0.043,-0.209#-0.458#-0.725#-0.47,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#-0.81#-0.035#0.582,0.041#-0.68#-0.695#0.229,-0.474#0.234#-0.791#0.307,-0.615#-0.68#-0.397#-0.043,-0.221#-0.446#-0.725#-0.477,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.813#-0.035#0.578,0.041#-0.68#-0.695#0.229,-0.461#0.232#-0.8#0.305,-0.615#-0.68#-0.397#-0.043,-0.221#-0.446#-0.725#-0.477,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.813#-0.035#0.578,0.041#-0.68#-0.695#0.229,-0.461#0.232#-0.8#0.305,-0.615#-0.68#-0.397#-0.043,-0.221#-0.446#-0.725#-0.477,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.813#-0.035#0.578,0.041#-0.68#-0.695#0.229,-0.461#0.232#-0.8#0.305,-0.612#-0.681#-0.399#-0.043,-0.221#-0.446#-0.725#-0.477,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.813#-0.035#0.578,0.042#-0.678#-0.698#0.227,-0.461#0.232#-0.8#0.305,-0.612#-0.681#-0.399#-0.043,-0.221#-0.446#-0.725#-0.477,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.813#-0.035#0.578,0.042#-0.678#-0.698#0.227,-0.461#0.232#-0.8#0.305,-0.612#-0.681#-0.399#-0.043,-0.232#-0.438#-0.723#-0.482,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.052#-0.817#-0.032#0.574,0.042#-0.678#-0.698#0.227,-0.461#0.232#-0.8#0.305,-0.612#-0.681#-0.399#-0.043,-0.232#-0.438#-0.723#-0.482,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.052#-0.817#-0.032#0.574,0.042#-0.678#-0.698#0.227,-0.458#0.229#-0.803#0.305,-0.612#-0.681#-0.399#-0.043,-0.232#-0.438#-0.723#-0.482,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.052#-0.817#-0.032#0.574,0.042#-0.678#-0.698#0.227,-0.458#0.229#-0.803#0.305,-0.609#-0.683#-0.401#-0.04,-0.232#-0.438#-0.723#-0.482,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.052#-0.817#-0.032#0.574,0.042#-0.678#-0.698#0.227,-0.458#0.229#-0.803#0.305,-0.609#-0.683#-0.401#-0.04,-0.232#-0.438#-0.723#-0.482,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.052#-0.817#-0.032#0.574,0.045#-0.676#-0.696#0.236,-0.458#0.229#-0.803#0.305,-0.609#-0.683#-0.401#-0.04,-0.232#-0.438#-0.723#-0.482,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.051#-0.821#-0.027#0.568,0.045#-0.676#-0.696#0.236,-0.458#0.229#-0.803#0.305,-0.609#-0.683#-0.401#-0.04,-0.231#-0.432#-0.728#-0.48,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.051#-0.821#-0.027#0.568,0.045#-0.676#-0.696#0.236,-0.458#0.229#-0.803#0.305,-0.609#-0.683#-0.401#-0.04,-0.231#-0.432#-0.728#-0.48,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.051#-0.821#-0.027#0.568,0.045#-0.676#-0.696#0.236,-0.457#0.22#-0.803#0.312,-0.609#-0.683#-0.401#-0.04,-0.231#-0.432#-0.728#-0.48,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.051#-0.821#-0.027#0.568,0.045#-0.676#-0.696#0.236,-0.457#0.22#-0.803#0.312,-0.609#-0.683#-0.401#-0.04,-0.231#-0.432#-0.728#-0.48,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.051#-0.821#-0.027#0.568,0.045#-0.676#-0.696#0.236,-0.457#0.22#-0.803#0.312,-0.606#-0.683#-0.406#-0.044,-0.231#-0.432#-0.728#-0.48,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.051#-0.821#-0.027#0.568,0.054#-0.678#-0.693#0.239,-0.457#0.22#-0.803#0.312,-0.606#-0.683#-0.406#-0.044,-0.231#-0.432#-0.728#-0.48,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.051#-0.821#-0.027#0.568,0.054#-0.678#-0.693#0.239,-0.457#0.22#-0.803#0.312,-0.606#-0.683#-0.406#-0.044,-0.225#-0.424#-0.731#-0.484,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.827#-0.023#0.559,0.054#-0.678#-0.693#0.239,-0.457#0.22#-0.803#0.312,-0.606#-0.683#-0.406#-0.044,-0.225#-0.424#-0.731#-0.484,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.827#-0.023#0.559,0.054#-0.678#-0.693#0.239,-0.446#0.211#-0.809#0.318,-0.606#-0.683#-0.406#-0.044,-0.225#-0.424#-0.731#-0.484,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.827#-0.023#0.559,0.054#-0.678#-0.693#0.239,-0.446#0.211#-0.809#0.318,-0.606#-0.683#-0.406#-0.044,-0.225#-0.424#-0.731#-0.484,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.827#-0.023#0.559,0.054#-0.678#-0.693#0.239,-0.446#0.211#-0.809#0.318,-0.603#-0.681#-0.412#-0.051,-0.225#-0.424#-0.731#-0.484,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.827#-0.023#0.559,0.064#-0.682#-0.692#0.229,-0.446#0.211#-0.809#0.318,-0.603#-0.681#-0.412#-0.051,-0.225#-0.424#-0.731#-0.484,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.833#-0.024#0.55,0.064#-0.682#-0.692#0.229,-0.446#0.211#-0.809#0.318,-0.603#-0.681#-0.412#-0.051,-0.221#-0.411#-0.733#-0.494,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.833#-0.024#0.55,0.064#-0.682#-0.692#0.229,-0.446#0.211#-0.809#0.318,-0.603#-0.681#-0.412#-0.051,-0.221#-0.411#-0.733#-0.494,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.833#-0.024#0.55,0.064#-0.682#-0.692#0.229,-0.431#0.208#-0.818#0.319,-0.603#-0.681#-0.412#-0.051,-0.221#-0.411#-0.733#-0.494,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.833#-0.024#0.55,0.064#-0.682#-0.692#0.229,-0.431#0.208#-0.818#0.319,-0.601#-0.679#-0.418#-0.06,-0.221#-0.411#-0.733#-0.494,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.833#-0.024#0.55,0.064#-0.682#-0.692#0.229,-0.431#0.208#-0.818#0.319,-0.601#-0.679#-0.418#-0.06,-0.221#-0.411#-0.733#-0.494,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.056#-0.833#-0.024#0.55,0.071#-0.683#-0.694#0.215,-0.431#0.208#-0.818#0.319,-0.601#-0.679#-0.418#-0.06,-0.221#-0.411#-0.733#-0.494,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.057#-0.838#-0.025#0.542,0.071#-0.683#-0.694#0.215,-0.431#0.208#-0.818#0.319,-0.601#-0.679#-0.418#-0.06,-0.22#-0.396#-0.733#-0.508,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.057#-0.838#-0.025#0.542,0.071#-0.683#-0.694#0.215,-0.416#0.207#-0.827#0.315,-0.601#-0.679#-0.418#-0.06,-0.22#-0.396#-0.733#-0.508,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.057#-0.838#-0.025#0.542,0.071#-0.683#-0.694#0.215,-0.416#0.207#-0.827#0.315,-0.601#-0.679#-0.418#-0.06,-0.22#-0.396#-0.733#-0.508,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.057#-0.838#-0.025#0.542,0.071#-0.683#-0.694#0.215,-0.416#0.207#-0.827#0.315,-0.599#-0.675#-0.425#-0.067,-0.22#-0.396#-0.733#-0.508,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.057#-0.838#-0.025#0.542,0.075#-0.686#-0.694#0.205,-0.416#0.207#-0.827#0.315,-0.599#-0.675#-0.425#-0.067,-0.22#-0.396#-0.733#-0.508,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.057#-0.838#-0.025#0.542,0.075#-0.686#-0.694#0.205,-0.416#0.207#-0.827#0.315,-0.599#-0.675#-0.425#-0.067,-0.219#-0.381#-0.733#-0.519,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#-0.844#-0.025#0.533,0.075#-0.686#-0.694#0.205,-0.416#0.207#-0.827#0.315,-0.599#-0.675#-0.425#-0.067,-0.219#-0.381#-0.733#-0.519,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#-0.844#-0.025#0.533,0.075#-0.686#-0.694#0.205,-0.406#0.207#-0.833#0.313,-0.599#-0.675#-0.425#-0.067,-0.219#-0.381#-0.733#-0.519,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#-0.844#-0.025#0.533,0.075#-0.686#-0.694#0.205,-0.406#0.207#-0.833#0.313,-0.599#-0.675#-0.425#-0.067,-0.219#-0.381#-0.733#-0.519,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#-0.844#-0.025#0.533,0.075#-0.686#-0.694#0.205,-0.406#0.207#-0.833#0.313,-0.596#-0.674#-0.43#-0.075,-0.219#-0.381#-0.733#-0.519,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#-0.844#-0.025#0.533,0.079#-0.687#-0.694#0.198,-0.406#0.207#-0.833#0.313,-0.596#-0.674#-0.43#-0.075,-0.219#-0.381#-0.733#-0.519,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#-0.844#-0.025#0.533,0.079#-0.687#-0.694#0.198,-0.406#0.207#-0.833#0.313,-0.596#-0.674#-0.43#-0.075,-0.217#-0.373#-0.731#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.059#-0.849#-0.025#0.524,0.079#-0.687#-0.694#0.198,-0.406#0.207#-0.833#0.313,-0.596#-0.674#-0.43#-0.075,-0.217#-0.373#-0.731#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.059#-0.849#-0.025#0.524,0.079#-0.687#-0.694#0.198,-0.398#0.204#-0.838#0.313,-0.596#-0.674#-0.43#-0.075,-0.217#-0.373#-0.731#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.059#-0.849#-0.025#0.524,0.079#-0.687#-0.694#0.198,-0.398#0.204#-0.838#0.313,-0.596#-0.674#-0.43#-0.075,-0.217#-0.373#-0.731#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.059#-0.849#-0.025#0.524,0.079#-0.687#-0.694#0.198,-0.398#0.204#-0.838#0.313,-0.594#-0.673#-0.433#-0.079,-0.217#-0.373#-0.731#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.059#-0.849#-0.025#0.524,0.083#-0.688#-0.695#0.193,-0.398#0.204#-0.838#0.313,-0.594#-0.673#-0.433#-0.079,-0.217#-0.373#-0.731#-0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.852#-0.025#0.52,0.083#-0.688#-0.695#0.193,-0.398#0.204#-0.838#0.313,-0.594#-0.673#-0.433#-0.079,-0.218#-0.368#-0.729#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.852#-0.025#0.52,0.083#-0.688#-0.695#0.193,-0.395#0.204#-0.84#0.312,-0.594#-0.673#-0.433#-0.079,-0.218#-0.368#-0.729#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.852#-0.025#0.52,0.083#-0.688#-0.695#0.193,-0.395#0.204#-0.84#0.312,-0.594#-0.673#-0.433#-0.079,-0.218#-0.368#-0.729#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.852#-0.025#0.52,0.083#-0.688#-0.695#0.193,-0.395#0.204#-0.84#0.312,-0.592#-0.677#-0.431#-0.078,-0.218#-0.368#-0.729#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.055#-0.852#-0.025#0.52,0.08#-0.683#-0.699#0.194,-0.395#0.204#-0.84#0.312,-0.592#-0.677#-0.431#-0.078,-0.218#-0.368#-0.729#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#-0.851#-0.023#0.522,0.08#-0.683#-0.699#0.194,-0.395#0.204#-0.84#0.312,-0.592#-0.677#-0.431#-0.078,-0.225#-0.365#-0.728#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#-0.851#-0.023#0.522,0.08#-0.683#-0.699#0.194,-0.395#0.204#-0.84#0.312,-0.592#-0.677#-0.431#-0.078,-0.225#-0.365#-0.728#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#-0.851#-0.023#0.522,0.08#-0.683#-0.699#0.194,-0.398#0.208#-0.84#0.303,-0.592#-0.677#-0.431#-0.078,-0.225#-0.365#-0.728#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#-0.851#-0.023#0.522,0.08#-0.683#-0.699#0.194,-0.398#0.208#-0.84#0.303,-0.588#-0.685#-0.424#-0.071,-0.225#-0.365#-0.728#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#-0.851#-0.023#0.522,0.068#-0.675#-0.704#0.211,-0.398#0.208#-0.84#0.303,-0.588#-0.685#-0.424#-0.071,-0.225#-0.365#-0.728#-0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#-0.851#-0.023#0.522,0.068#-0.675#-0.704#0.211,-0.398#0.208#-0.84#0.303,-0.588#-0.685#-0.424#-0.071,-0.241#-0.372#-0.725#-0.527,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.847#-0.017#0.53,0.068#-0.675#-0.704#0.211,-0.398#0.208#-0.84#0.303,-0.588#-0.685#-0.424#-0.071,-0.241#-0.372#-0.725#-0.527,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.847#-0.017#0.53,0.068#-0.675#-0.704#0.211,-0.419#0.209#-0.83#0.301,-0.588#-0.685#-0.424#-0.071,-0.241#-0.372#-0.725#-0.527,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.847#-0.017#0.53,0.068#-0.675#-0.704#0.211,-0.419#0.209#-0.83#0.301,-0.583#-0.701#-0.407#-0.056,-0.241#-0.372#-0.725#-0.527,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.847#-0.017#0.53,0.068#-0.675#-0.704#0.211,-0.419#0.209#-0.83#0.301,-0.583#-0.701#-0.407#-0.056,-0.241#-0.372#-0.725#-0.527,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.847#-0.017#0.53,0.048#-0.662#-0.707#0.244,-0.419#0.209#-0.83#0.301,-0.583#-0.701#-0.407#-0.056,-0.241#-0.372#-0.725#-0.527,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.031#-0.837#-0.006#0.547,0.048#-0.662#-0.707#0.244,-0.419#0.209#-0.83#0.301,-0.583#-0.701#-0.407#-0.056,-0.261#-0.398#-0.722#-0.503,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.031#-0.837#-0.006#0.547,0.048#-0.662#-0.707#0.244,-0.419#0.209#-0.83#0.301,-0.583#-0.701#-0.407#-0.056,-0.261#-0.398#-0.722#-0.503,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.031#-0.837#-0.006#0.547,0.048#-0.662#-0.707#0.244,-0.456#0.21#-0.815#0.29,-0.583#-0.701#-0.407#-0.056,-0.261#-0.398#-0.722#-0.503,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.031#-0.837#-0.006#0.547,0.048#-0.662#-0.707#0.244,-0.456#0.21#-0.815#0.29,-0.569#-0.729#-0.38#-0.023,-0.261#-0.398#-0.722#-0.503,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.031#-0.837#-0.006#0.547,0.018#-0.635#-0.71#0.305,-0.456#0.21#-0.815#0.29,-0.569#-0.729#-0.38#-0.023,-0.261#-0.398#-0.722#-0.503,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.031#-0.837#-0.006#0.547,0.018#-0.635#-0.71#0.305,-0.456#0.21#-0.815#0.29,-0.569#-0.729#-0.38#-0.023,-0.289#-0.441#-0.718#-0.456,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.817#0.006#0.576,0.018#-0.635#-0.71#0.305,-0.456#0.21#-0.815#0.29,-0.569#-0.729#-0.38#-0.023,-0.289#-0.441#-0.718#-0.456,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.817#0.006#0.576,0.018#-0.635#-0.71#0.305,-0.516#0.194#-0.779#0.298,-0.569#-0.729#-0.38#-0.023,-0.289#-0.441#-0.718#-0.456,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.817#0.006#0.576,0.018#-0.635#-0.71#0.305,-0.516#0.194#-0.779#0.298,-0.569#-0.729#-0.38#-0.023,-0.289#-0.441#-0.718#-0.456,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.817#0.006#0.576,0.018#-0.635#-0.71#0.305,-0.516#0.194#-0.779#0.298,-0.545#-0.764#-0.344#0.036,-0.289#-0.441#-0.718#-0.456,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.009#-0.817#0.006#0.576,-0.022#-0.595#-0.7#0.394,-0.516#0.194#-0.779#0.298,-0.545#-0.764#-0.344#0.036,-0.289#-0.441#-0.718#-0.456,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.016#-0.785#0.018#0.62,-0.022#-0.595#-0.7#0.394,-0.516#0.194#-0.779#0.298,-0.545#-0.764#-0.344#0.036,-0.319#-0.507#-0.71#-0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.016#-0.785#0.018#0.62,-0.022#-0.595#-0.7#0.394,-0.516#0.194#-0.779#0.298,-0.545#-0.764#-0.344#0.036,-0.319#-0.507#-0.71#-0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.016#-0.785#0.018#0.62,-0.022#-0.595#-0.7#0.394,-0.581#0.162#-0.731#0.32,-0.545#-0.764#-0.344#0.036,-0.319#-0.507#-0.71#-0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
